,text,symp,label
3228,"I find car auctions fascinating, especially when rare classics are on display.",None,1
3229,"I've been experiencing pain and discomfort in my lower back, and it's affecting my mobility.",symptom,0
3230,I'm planning to attend a music festival.,None,1
3231,"My ankle is sore and swollen, and I can't recall any recent injury.",symptom,0
3232,"I've noticed changes in my urine transparency, and it's becoming less clear than usual.",symptom,0
3233,Witnessing a lunar eclipse and seeing the moon's transformation is mesmerizing.,None,1
3234,Have there been any developments in international efforts to combat poverty and hunger?,None,1
3235,I shared my thoughts on the power of art and its ability to inspire.,None,1
3236,"I explored a bustling market in Marrakech, where the vibrant colors and aromas were enchanting.",None,1
3237,"I've been experiencing persistent ear pain and discomfort, and it's affecting my hearing.",symptom,0
3238,"My mood has been fluctuating, and I've been feeling more anxious and irritable.",symptom,0
3239,"Sushi is an art form, and I appreciate the skill of sushi chefs.",None,1
3240,"I've noticed changes in my saliva production, and it's either too much or too little.",symptom,0
3241,What's the lineup for the next match?,None,1
3242,Sitting around a campfire and sharing stories with friends is bonding.,None,1
3243,"Frequent headaches, sometimes accompanied by visual disturbances, have been a recurring problem.",symptom,0
3244,"I've had an allergic reaction to a recent vaccination, and I'm concerned.",symptom,0
3245,I enjoy playing sports and staying active.,None,1
3246,I watched a heartwarming family comedy that's perfect for a cozy movie night.,None,1
3247,I want to stay informed about global security concerns. Any updates on that?,None,1
3248,"I've had a recent injury to my eye, and there's bleeding.",symptom,0
3249,"I spent a day at a wildlife sanctuary, observing majestic animals in their natural habitat.",None,1
3250,I appreciate the beauty of a well-arranged fruit platter.,None,1
3251,"I have a persistent pain in my back, especially in the lower region.",symptom,0
3252,I was transported to another world by this enchanting fantasy movie.,None,1
3253,Is there any news on international collaborations in scientific research?,None,1
3254,"I'm experiencing pain in my ankles, particularly when I walk.",symptom,0
3255,I've been experiencing persistent ear itching and discharge.,symptom,0
3256,"My sleep has been disrupted by frequent night terrors, and I wake up in a panic.",symptom,0
3257,"My son has been experiencing frequent muscle cramps and spasms, and it's causing him discomfort.",symptom,0
3258,"I've had this persistent pain in my shoulder joint, and it's making it hard to reach overhead.",symptom,0
3259,"I've noticed changes in my voice, with a strained or effortful quality.",symptom,0
3260,"I've been struggling with balance issues, and it's affecting my mobility.",symptom,0
3261,"I've noticed changes in the size and shape of my breasts, and I'm concerned about breast health.",symptom,0
3262,Sipping a glass of fine Napa Valley wine amid the rolling vineyards is a wine lover's paradise.,None,1
3263,"I've had trouble with recurring panic attacks, and I'm concerned about their sudden onset.",symptom,0
3264,"My child has been complaining of persistent abdominal pain, and I'm not sure if it's related to a medical condition.",symptom,0
3265,I've had persistent skin hives related to various allergens.,symptom,0
3266,"I suggested a new coffee blend to my coworker, and they couldn't get enough of it.",None,1
3267,"Exploring the archaeological marvels of Machu Picchu, perched high in the Andes, is a journey through history and wonder.",None,1
3268,Participating in a charity run and supporting a noble cause is heartwarming.,None,1
3269,I've noticed that my eyelids have been drooping more than usual.,symptom,0
3270,I explained the process of brewing a perfect cup of coffee to a coffee enthusiast.,None,1
3271,I've been dealing with a persistent cough that's worse in cold weather.,symptom,0
3272,"My mood has become increasingly despondent, and I've lost motivation.",symptom,0
3273,I've been experiencing eye strain and headaches after reading.,symptom,0
3274,I was drawn into this inspiring true story film that celebrates triumph over adversity.,None,1
3275,"My son has been experiencing frequent mood swings and irritability, and it's affecting our family life.",symptom,0
3276,Visiting historical castles and palaces fills me with awe.,None,1
3277,"For the past few weeks, I've had this nagging headache that doesn't seem to respond to over-the-counter pain relievers.",symptom,0
3278,Listening to the symphony orchestra is a cultural delight.,None,1
3279,"I frequently experience discomfort and pain in my upper abdomen, especially at night.",symptom,0
3280,"My heart rate tends to increase significantly when I'm under stress, and it's been happening more frequently.",symptom,0
3281,"The sensation of gliding through the pristine powder while skiing in the Swiss Alps, surrounded by towering peaks, is a wintertime dream.",None,1
3282,I'm planning a road trip along the scenic coastal route.,None,1
3283,"I've had these tiny, raised bumps on my thighs, and they're bothering me.",symptom,0
3284,I watched a heartwarming holiday movie that's perfect for the festive season.,None,1
3285,What's the current state of international efforts to promote gender equality?,None,1
3286,"I've had this persistent pain in my spine, and it's affecting my posture.",symptom,0
3287,I've been experiencing muscle stiffness in my hips.,symptom,0
3288,"My child has been coughing and wheezing, especially at night, and seems to be having difficulty breathing.",symptom,0
3289,"I've been experiencing persistent stomach pain and discomfort, especially after eating.",symptom,0
3290,I narrated my experience of participating in a charity run to raise funds.,None,1
3291,"I've noticed shortness of breath and wheezing, especially during physical activities.",symptom,0
3292,"I outlined the key elements of effective customer relationship management to a sales team, improving client interactions.",None,1
3293,Flying in a vintage biplane and experiencing nostalgia is exhilarating.,None,1
3294,I joined a group of fellow explorers for a thrilling kayaking adventure along a winding river.,None,1
3295,The taste of freshly squeezed tropical fruit juice is refreshing.,None,1
3296,Strolling through an art gallery and admiring the creativity of artists is inspiring.,None,1
3297,"I'm captivated by the ancient ruins of Petra, where rose-red cliffs and intricate rock-cut architecture tell the story of an ancient civilization.",None,1
3298,Vintage car restoration is a labor of love for many collectors.,None,1
3299,I watched an enchanting animated film that's a treat for the young and the young at heart.,None,1
3300,What's the buzz in the international community about the recent United Nations conference?,None,1
3301,I've had recurring ear infections due to allergies.,symptom,0
3302,I talked about my experience of witnessing a beautiful sunset at the beach.,None,1
3303,I love the way they look at me.,None,1
3304,"I've noticed changes in the appearance of my gums, and I'm interested in gum reshaping.",symptom,0
3305,They're the one I want to grow with.,None,1
3306,I'm looking forward to a family reunion.,None,1
3307,Car racing is a thrilling sport that requires skill and precision.,None,1
3308,"I recommended a meditation app to a stressed-out friend, and they found inner calm.",None,1
3309,I described the benefits of a vegetarian diet to someone considering the switch.,None,1
3310,"I've noticed changes in the color and texture of my vaginal discharge, and I'm concerned about infections.",symptom,0
